paper_id,venue,year,title_acronym_count,title_word_count,title_acronym_density,abstract_acronym_count,abstract_word_count,abstract_acronym_density,title_acronyms,abstract_acronyms,arxiv_primary_category
2012_beed13602b9b0e6ecb5b568ff5058f07,neurips,2012,1,6,16.6667,9,129,6.9767,SVM,SVM|LSVM|LSVM|LSVM|SVM|KLSVM|SVM|KLSVM|KLSVM,
2012_c52f1bd66cc19d05628bd8bf27af3ad6,neurips,2012,0,7,0.0,0,144,0.0,,,
2012_c54e7837e0cd0ced286cb5995327d1ab,neurips,2012,0,9,0.0,0,109,0.0,,,
2012_c5ab0bc60ac7929182aadd08703f1ec6,neurips,2012,0,12,0.0,2,134,1.4925,,BP|HMM,
2012_c5d736809766d46260d816d8dbc9eb44,neurips,2012,1,12,8.3333,2,95,2.1053,MPE,MPE|MPE,
2012_c60d060b946d6dd6145dcbad5c4ccf6f,neurips,2012,1,11,9.0909,0,96,0.0,MRI,,
2012_c73dfe6c630edb4c1692db67c510f65c,neurips,2012,0,8,0.0,2,86,2.3256,,TMC|TMC,
2012_c6e19e830859f2cb9f7c8f8cacb8d2a6,neurips,2012,0,8,0.0,1,104,0.9615,,TRECVID,
2012_c78c347465f4775425c059ea101c131f,neurips,2012,0,8,0.0,0,79,0.0,,,
2012_c667d53acd899a97a85de0c201ba99be,neurips,2012,0,6,0.0,1,189,0.5291,,RL,
2012_c8ba76c279269b1c6bc8a07e38e78fa4,neurips,2012,0,10,0.0,0,86,0.0,,,
2012_c913303f392ffc643f7240b180602652,neurips,2012,0,7,0.0,0,103,0.0,,,
2012_cb70ab375662576bd1ac5aaf16b3fca4,neurips,2012,0,6,0.0,0,102,0.0,,,
2012_ca8155f4d27f205953f9d3d7974bdd70,neurips,2012,0,5,0.0,0,145,0.0,,,
2012_c8c41c4a18675a74e01c8a20e8a0f662,neurips,2012,0,6,0.0,8,264,3.0303,,MRF|CRF|MLN|MLN|MRF|SN|DMLN|DBN,
2012_cd61a580392a70389e27b0bc2b439f49,neurips,2012,1,15,6.6667,4,291,1.3746,MCA,SC|SC|MCA|SC,
2012_d1f491a404d6854880943e5c3cd9ca25,neurips,2012,0,8,0.0,8,157,5.0955,,MDP|MDP|MDP|MDP|MDP|MDP|MDP|MDP,
2012_cfbce4c1d7c425baf21d6b6f2babe6be,neurips,2012,0,9,0.0,1,150,0.6667,,MAP,
2012_d240e3d38a8882ecad8633c8f9c78c9b,neurips,2012,0,8,0.0,0,141,0.0,,,
2012_d296c101daa88a51f6ca8cfc1ac79b50,neurips,2012,0,8,0.0,0,73,0.0,,,
2012_c9f95a0a5af052bffce5c89917335f67,neurips,2012,0,4,0.0,6,202,2.9703,,LTP|LTP|LTP|LTP|BCI|BCI,
2012_cd00692c3bfe59267d5ecfac5310286c,neurips,2012,0,4,0.0,8,148,5.4054,,BP|MF|BP|MF|EM|BP|MF|EM,
2012_d2ed45a52bc0edfa11c2064e9edee8bf,neurips,2012,0,12,0.0,0,156,0.0,,,
2012_ce5140df15d046a66883807d18d0264b,neurips,2012,0,6,0.0,1,199,0.5025,,MDP,
2012_d395771085aab05244a4fb8fd91bf4ee,neurips,2012,1,6,16.6667,1,118,0.8475,CRF,LBFGS,
2012_d4c2e4a3297fe25a71d030b67eb83bfc,neurips,2012,0,10,0.0,5,145,3.4483,,LSDR|LSDR|LSDR|LSDR|LSDR,
2012_d6baf65e0b240ce177cf70da146c8dc8,neurips,2012,0,5,0.0,0,227,0.0,,,
2012_d58072be2820e8682c0a27c0518e805e,neurips,2012,0,15,0.0,2,172,1.1628,,EM|EM,
2012_d554f7bb7be44a7267068a7df88ddd20,neurips,2012,0,6,0.0,0,187,0.0,,,
2012_d759175de8ea5b1d9a2660e45554894f,neurips,2012,0,5,0.0,0,159,0.0,,,
2012_d6ef5f7fa914c19931a55bb262ec879c,neurips,2012,0,5,0.0,1,99,1.0101,,MMSB,
2012_d81f9c1be2e08964bf9f24b15f0e4900,neurips,2012,0,5,0.0,1,228,0.4386,,LFW,
2012_d91d1b4d82419de8a614abce9cc0e6d4,neurips,2012,0,4,0.0,0,68,0.0,,,
2012_d840cc5d906c3e9c84374c8919d2074e,neurips,2012,0,4,0.0,6,125,4.8,,WGP|GP|WGP|WGP|WGP|GP,
2012_dc58e3a306451c9d670adcd37004f48f,neurips,2012,1,12,8.3333,15,155,9.6774,MTL,MTL|MTL|MTL|MTL|MTL|MTL|MTL|MTL|MTL|MTL|MTL|LTL|MTL|MTL|LTL,
2012_dc4c44f624d600aa568390f1f1104aa0,neurips,2012,0,3,0.0,4,117,3.4188,,SMC|EMC|EMC|EMC,
2012_dd45045f8c68db9f54e70c67048d32e8,neurips,2012,0,11,0.0,0,203,0.0,,,
2012_dbe272bab69f8e13f14b405e038deb64,neurips,2012,0,9,0.0,2,200,1.0,,MMD|MMD,
2012_dba1cdfcf6359389d170caadb3223ad2,neurips,2012,0,9,0.0,1,200,0.5,,KL,
2012_df6c9756b2334cc5008c115486124bfe,neurips,2012,0,13,0.0,0,147,0.0,,,
2012_de3f712d1a02c5fb481a7a99b0da7fa3,neurips,2012,0,3,0.0,4,184,2.1739,,TCA|TCA|TCA|TCA,
2012_dd77279f7d325eec933f05b1672f6a1f,neurips,2012,0,10,0.0,0,155,0.0,,,
2012_dd8eb9f23fbd362da0e3f4e70b878c16,neurips,2012,0,8,0.0,2,201,0.995,,GP|GP,
2012_df0aab058ce179e4f7ab135ed4e641a9,neurips,2012,0,7,0.0,1,150,0.6667,,SLFA,
2012_dfd7468ac613286cdbb40872c8ef3b06,neurips,2012,0,6,0.0,2,234,0.8547,,LOD|LOD,
2012_e00406144c1e7e35240afed70f34166a,neurips,2012,0,9,0.0,2,146,1.3699,,DP|DP,
2012_e034fb6b66aacc1d48f445ddfb08da98,neurips,2012,0,6,0.0,0,78,0.0,,,
2012_e0cf1f47118daebc5b16269099ad7347,neurips,2012,1,10,10.0,4,207,1.9324,BiFeO3,STDP|BiFeO|STDP|STDP,
2012_e2f374c3418c50bc30d67d5f7454a5b4,neurips,2012,0,11,0.0,0,130,0.0,,,
2012_e46de7e1bcaaced9a54f1e9d0d2f800d,neurips,2012,0,6,0.0,0,155,0.0,,,
2012_e1d5be1c7f2f456670de3d53c7b54f4a,neurips,2012,0,6,0.0,0,187,0.0,,,
2012_e53a0a2978c28872a4505bdb51db06dc,neurips,2012,0,7,0.0,3,141,2.1277,,GPDS|GPDS|GPDS,
2012_e555ebe0ce426f7f9b2bef0706315e0c,neurips,2012,0,10,0.0,0,108,0.0,,,
2012_e6d8545daa42d5ced125a4bf747b3688,neurips,2012,0,6,0.0,5,181,2.7624,,DFO|DFO|DFO|DFO|DFO,
2012_e94f63f579e05cb49c05c2d050ead9c0,neurips,2012,0,9,0.0,0,65,0.0,,,
2012_e94550c93cd70fe748e6982b3439ad3b,neurips,2012,0,6,0.0,0,123,0.0,,,
2012_e97ee2054defb209c35fe4dc94599061,neurips,2012,0,7,0.0,3,140,2.1429,,GMM|GMM|GMM,
2012_e9dae45ec08b498f7e1af247757c9b35,neurips,2012,0,4,0.0,0,134,0.0,,,
2012_ea8fcd92d59581717e06eb187f10666d,neurips,2012,0,4,0.0,1,111,0.9009,,RECIP,
2012_e7f8a7fb0b77bcb3b283af5be021448f,neurips,2012,0,6,0.0,0,163,0.0,,,
2012_eaa32c96f620053cf442ad32258076b9,neurips,2012,0,3,0.0,1,144,0.6944,,SVM,
2012_ec5aa0b7846082a2415f0902f0da88f2,neurips,2012,0,6,0.0,0,174,0.0,,,
2012_eb160de1de89d9058fcb0b968dbbbd68,neurips,2012,0,11,0.0,0,145,0.0,,,
2012_edfbe1afcf9246bb0d40eb4d8027d90f,neurips,2012,0,8,0.0,0,167,0.0,,,
2012_eeb69a3cb92300456b6a5f4162093851,neurips,2012,0,10,0.0,0,177,0.0,,,
2012_ef0eff6088e2ed94f6caf720239f40d5,neurips,2012,0,14,0.0,0,174,0.0,,,
2012_ef50c335cca9f340bde656363ebd02fd,neurips,2012,0,6,0.0,0,111,0.0,,,
2012_f2201f5191c4e92cc5af043eebfd0946,neurips,2012,0,4,0.0,0,109,0.0,,,
2012_f2fc990265c712c49d51a18a32b39f0c,neurips,2012,0,3,0.0,0,159,0.0,,,
2012_f197002b9a0853eca5e046d9ca4663d5,neurips,2012,2,11,18.1818,3,136,2.2059,MAP|LP,MAP|MAP|LP,
2012_f5f8590cd58a54e94377e6ae2eded4d9,neurips,2012,0,7,0.0,0,112,0.0,,,
2012_f5deaeeae1538fb6c45901d524ee2f98,neurips,2012,0,9,0.0,0,155,0.0,,,
2012_f33ba15effa5c10e873bf3842afb46a6,neurips,2012,0,11,0.0,5,125,4.0,,SPN|SPN|SPN|SPN|SPN,
2012_f47330643ae134ca204bf6b2481fec47,neurips,2012,0,10,0.0,2,124,1.6129,,STDP|STDP,
2012_f770b62bc8f42a0b66751fe636fc6eb0,neurips,2012,0,6,0.0,2,144,1.3889,,PCA|PCA,
2012_f899139df5e1059396431415e770c6dd,neurips,2012,0,8,0.0,6,157,3.8217,,MLNP|MLNP|MLNP|MLNP|DAG|DAG,
2012_fb60d411a5c5b72b2e7d3527cfc84fd0,neurips,2012,1,4,25.0,10,204,4.902,SAT,SAT|NP|SAT|SAT|SAT|SAT|SAT|SAT|SAT|SAT,
2012_f9a40a4780f5e1306c46f1c8daecee3b,neurips,2012,0,8,0.0,0,58,0.0,,,
2012_f8c1f23d6a8d8d7904fc0ea8e066b3bb,neurips,2012,0,11,0.0,0,107,0.0,,,
2012_fc8001f834f6a5f0561080d134d53d29,neurips,2012,0,6,0.0,0,190,0.0,,,
2012_fccb3cdc9acc14a6e70a12f74560c026,neurips,2012,1,13,7.6923,4,204,1.9608,MKL,MKL|SVM|MKL|AD,
2012_fe2d010308a6b3799a3d9c728ee74244,neurips,2012,0,10,0.0,0,133,0.0,,,
2012_feab05aa91085b7a8012516bc3533958,neurips,2012,0,7,0.0,11,126,8.7302,,RL|DPS|MDP|RL|DPS|DPS|WLPS|WLPS|DPS|DPS|DPS,
2013_077e29b11be80ab57e1a2ecabb7da330,neurips,2013,0,7,0.0,3,93,3.2258,,SDCA|SDCA|SDCA,
2013_024d7f84fff11dd7e8d9c510137a2381,neurips,2013,0,10,0.0,0,84,0.0,,,
2013_021bbc7ee20b71134d53e20206bd6feb,neurips,2013,0,12,0.0,2,78,2.5641,,EM|MAP,
2013_0ed9422357395a0d4879191c66f4faa2,neurips,2013,0,9,0.0,0,133,0.0,,,
2013_076a0c97d09cf1a0ec3e19c7f2529f2b,neurips,2013,0,7,0.0,0,111,0.0,,,
2013_0ff8033cf9437c213ee13937b1c4c455,neurips,2013,0,7,0.0,0,126,0.0,,,
2013_01386bd6d8e091c2ab4c7c7de644d37b,neurips,2013,0,13,0.0,0,153,0.0,,,
2013_0266e33d3f546cb5436a10798e657d97,neurips,2013,0,11,0.0,0,87,0.0,,,
2013_0bb4aec1710521c12ee76289d9440817,neurips,2013,0,5,0.0,9,101,8.9109,,MP|DBM|MP|DBM|DBM|DBM|MP|DBM|DBM,
2013_0ff39bbbf981ac0151d340c9aa40e63e,neurips,2013,0,10,0.0,0,165,0.0,,,
2013_0768281a05da9f27df178b5c39a51263,neurips,2013,0,13,0.0,22,221,9.9548,,BP|MAP|GM|BP|MAP|GM|LP|MAP|LP|BP|BP|LP|BP|BP|MWM|LP|BP|BP|MWM|GM|LP|MWM,
2013_115f89503138416a242f40fb7d7f338e,neurips,2013,0,10,0.0,0,88,0.0,,,
2013_109a0ca3bc27f3e96597370d5c8cf03d,neurips,2013,0,8,0.0,0,139,0.0,,,
2013_0deb1c54814305ca9ad266f53bc82511,neurips,2013,0,7,0.0,0,76,0.0,,,
2013_062ddb6c727310e76b6200b7c71f63b5,neurips,2013,0,11,0.0,0,114,0.0,,,
2013_043c3d7e489c69b48737cc0c92d0f3a2,neurips,2013,0,8,0.0,2,132,1.5152,,MLC|MLC,
2013_02522a2b2726fb0a03bb19f2d8d9524d,neurips,2013,0,7,0.0,0,100,0.0,,,
2013_05311655a15b75fab86956663e1819cd,neurips,2013,0,13,0.0,5,180,2.7778,,CPE|CPE|CPE|CPE|CPE,
2013_07cdfd23373b17c6b337251c22b7ea57,neurips,2013,0,12,0.0,0,104,0.0,,,
2013_0c0a7566915f4f24853fc4192689aa7e,neurips,2013,0,11,0.0,0,147,0.0,,,
2013_1579779b98ce9edb98dd85606f2c119d,neurips,2013,0,10,0.0,6,121,4.9587,,MCTS|MCTS|MCTS|NE|MCTS|NE,
2013_19bc916108fc6938f52cb96f7e087941,neurips,2013,0,4,0.0,1,77,1.2987,,NMF,
2013_1afa34a7f984eeabdbb0a7d494132ee5,neurips,2013,0,9,0.0,1,160,0.625,,fMRI,
2013_1aa48fc4880bb0c9b8a3bf979d3b917e,neurips,2013,0,11,0.0,2,164,1.2195,,RASL|TILT,
2013_17c276c8e723eb46aef576537e9d56d0,neurips,2013,0,10,0.0,0,131,0.0,,,
2013_1cecc7a77928ca8133fa24680a88d2f9,neurips,2013,0,7,0.0,0,123,0.0,,,
2013_1baff70e2669e8376347efd3a874a341,neurips,2013,0,10,0.0,1,219,0.4566,,AFC,
2013_13f320e7b5ead1024ac95c3b208610db,neurips,2013,0,8,0.0,0,150,0.0,,,
2013_1714726c817af50457d810aae9d27a2e,neurips,2013,0,6,0.0,6,142,4.2254,,EP|EP|EP|EP|EP|EP,
2013_1f4477bad7af3616c1f933a02bfabe4e,neurips,2013,1,9,11.1111,11,312,3.5256,FVS,GGM|GGM|FVS|FVS|FVS|FVS|FVS|FVS|FVS|FVS|GGM,
2013_184260348236f9554fe9375772ff966e,neurips,2013,0,17,0.0,2,161,1.2422,,SVM|UCF,
2013_1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,neurips,2013,0,7,0.0,0,142,0.0,,,
2013_1f50893f80d6830d62765ffad7721742,neurips,2013,0,12,0.0,3,193,1.5544,,SVD|SVD|GCaMP6,
2013_18997733ec258a9fcaf239cc55d53363,neurips,2013,0,4,0.0,0,198,0.0,,,
2013_20d135f0f28185b84a4cf7aa51f29500,neurips,2013,0,9,0.0,4,137,2.9197,,DPP|DPP|DPP|DPP,
2013_1896a3bf730516dd643ba67b4c447d36,neurips,2013,0,5,0.0,4,129,3.1008,,INLA|INLA|MCMC|VB,
2013_1e1d184167ca7676cf665225e236a3d2,neurips,2013,0,7,0.0,1,142,0.7042,,FF,
2013_1abb1e1ea5f481b589da52303b091cbb,neurips,2013,2,11,18.1818,4,170,2.3529,BIG|QUIC,MLE|BigQUIC|MLE|BigQUIC,
2013_2050e03ca119580f74cca14cc6e97462,neurips,2013,0,9,0.0,0,169,0.0,,,
2013_226d1f15ecd35f784d2a20c3ecf56d7f,neurips,2013,0,5,0.0,0,136,0.0,,,
2013_2291d2ec3b3048d1a6f86c2c4591b7e0,neurips,2013,0,6,0.0,0,165,0.0,,,
2013_233509073ed3432027d48b1a83f5fbd2,neurips,2013,0,5,0.0,1,116,0.8621,,LoSST,
2013_242c100dc94f871b6d7215b868a875f8,neurips,2013,0,5,0.0,0,204,0.0,,,
2013_2812e5cf6d8f21d69c91dddeefb792a7,neurips,2013,0,8,0.0,0,128,0.0,,,
2013_22fb0cee7e1f3bde58293de743871417,neurips,2013,0,8,0.0,0,187,0.0,,,
2013_28267ab848bcf807b2ed53c3a8f8fc8a,neurips,2013,1,6,16.6667,4,151,2.649,PAC,VC|IID|PAC|PAC,
2013_26337353b7962f533d78c762373b3318,neurips,2013,0,5,0.0,2,224,0.8929,,SHMF|SHMF,
2013_24681928425f5a9133504de568f5f6df,neurips,2013,0,8,0.0,0,112,0.0,,,
2013_286674e3082feb7e5afb92777e48821f,neurips,2013,0,12,0.0,3,148,2.027,,BCI|LQG|BCI,
2013_285f89b802bcb2651801455c86d78f2a,neurips,2013,0,7,0.0,0,107,0.0,,,
2013_28f0b864598a1291557bed248a998d4e,neurips,2013,0,7,0.0,8,183,4.3716,,CRF|CRF|CRF|CRF|CRF|CRF|CRF|CRF,
2013_291597a100aadd814d197af4f4bab3a7,neurips,2013,0,7,0.0,0,143,0.0,,,
2013_2a50e9c2d6b89b95bcb416d6857f8b45,neurips,2013,2,8,25.0,0,94,0.0,LP|LP,,
2013_28fc2782ea7ef51c1104ccf7b9bea13d,neurips,2013,0,9,0.0,0,57,0.0,,,
2013_2d6cc4b2d139a53512fb8cbb3086ae2e,neurips,2013,0,7,0.0,0,190,0.0,,,
2013_2bcab9d935d219641434683dd9d18a03,neurips,2013,0,6,0.0,0,193,0.0,,,
2013_2a9d121cd9c3a1832bb6d2cc6bd7a8a7,neurips,2013,0,7,0.0,0,94,0.0,,,
2013_2b8a61594b1f4c4db0902a8a395ced93,neurips,2013,1,6,16.6667,3,194,1.5464,LASSO,LASSO|BPDN|LASSO,
2013_2dffbc474aa176b6dc957938c15d0c8b,neurips,2013,1,13,7.6923,0,126,0.0,MCMC,,
2013_2dace78f80bc92e6d7493423d729448e,neurips,2013,0,15,0.0,1,192,0.5208,,TD,
2013_309928d4b100a5d75adff48a9bfc1ddb,neurips,2013,0,9,0.0,0,66,0.0,,,
2013_31b3b31a1c2f8a370206f111127c0dbd,neurips,2013,0,14,0.0,1,212,0.4717,,CP,
2013_3295c76acbf4caaed33c36b1b5fc2cb1,neurips,2013,0,6,0.0,1,213,0.4695,,MPII,
2013_3210ddbeaa16948a702b6049b8d9a202,neurips,2013,0,7,0.0,0,118,0.0,,,
2013_35cf8659cfcb13224cbd47863a34fc58,neurips,2013,0,4,0.0,0,76,0.0,,,
2013_33e8075e9970de0cfea955afd4644bb2,neurips,2013,0,6,0.0,0,202,0.0,,,
2013_37f0e884fbad9667e38940169d0a3c95,neurips,2013,0,10,0.0,3,190,1.5789,,EMGD|EMGD|EMGD,
2013_3493894fa4ea036cfc6433c3e2ee63b0,neurips,2013,0,6,0.0,0,143,0.0,,,
2013_32b30a250abd6331e03a2a1f16466346,neurips,2013,0,9,0.0,0,180,0.0,,,
2013_36a16a2505369e0c922b6ea7a23a56d2,neurips,2013,0,5,0.0,0,203,0.0,,,
2013_39461a19e9eddfb385ea76b26521ea48,neurips,2013,0,10,0.0,0,178,0.0,,,
2013_37a749d808e46495a8da1e5352d03cae,neurips,2013,0,8,0.0,3,144,2.0833,,GPU|SIFT|FV,
2013_39e4973ba3321b80f37d9b55f63ed8b8,neurips,2013,0,11,0.0,0,212,0.0,,,
2013_3948ead63a9f2944218de038d8934305,neurips,2013,0,10,0.0,5,158,3.1646,,HPD|ECD|HPD|ECD|HPD,
2013_38db3aed920cf82ab059bfccbd02be6a,neurips,2013,0,5,0.0,2,136,1.4706,,LII|IMDB,
2013_3a835d3215755c435ef4fe9965a3f2a0,neurips,2013,0,7,0.0,0,148,0.0,,,
2013_3871bd64012152bfb53fdf04b401193f,neurips,2013,0,4,0.0,1,213,0.4695,,SVM,
2013_3cec07e9ba5f5bb252d13f5f431e4bbb,neurips,2013,0,8,0.0,1,151,0.6623,,OLS,
2013_38af86134b65d0f10fe33d30dd76442e,neurips,2013,0,6,0.0,0,119,0.0,,,
2013_3dd48ab31d016ffcbf3314df2b3cb9ce,neurips,2013,0,9,0.0,1,104,0.9615,,ADMM,
2013_3df1d4b96d8976ff5986393e8767f5b2,neurips,2013,0,9,0.0,0,99,0.0,,,
2013_40008b9a5380fcacce3976bf7c08af5b,neurips,2013,0,8,0.0,0,141,0.0,,,
2013_41ae36ecb9b3eee609d05b90c14222fb,neurips,2013,0,13,0.0,2,110,1.8182,,PGM|PGM,
2013_43baa6762fa81bb43b39c62553b2970d,neurips,2013,0,5,0.0,0,157,0.0,,,
2013_4122cb13c7a474c1976c9706ae36521d,neurips,2013,0,4,0.0,0,97,0.0,,,
2013_428fca9bc1921c25c5121f9da7815cde,neurips,2013,0,7,0.0,0,156,0.0,,,
2013_45645a27c4f1adc8a7a835976064a86d,neurips,2013,0,8,0.0,10,105,9.5238,,FAB|LFM|FAB|LFM|FIC|LFM|FIC|LFM|FAB|LFM,
2013_46922a0880a8f11f8f69cbb52b1396be,neurips,2013,0,7,0.0,0,88,0.0,,,
2013_41bfd20a38bb1b0bec75acf0845530a7,neurips,2013,0,9,0.0,2,156,1.2821,,UCB|UCB,
2013_43feaeeecd7b2fe2ae2e26d917b6477d,neurips,2013,0,4,0.0,0,247,0.0,,,
2013_443cb001c138b2561a0d90720d6ce111,neurips,2013,0,12,0.0,2,90,2.2222,,MAP|MAP,
2013_4d2e7bd33c475784381a64e43e50922f,neurips,2013,0,9,0.0,5,200,2.5,,PCA|GI|ICA|ICA|PCA,
2013_456ac9b0d15a8b7f1e71073221059886,neurips,2013,0,11,0.0,0,123,0.0,,,
2013_49b8b4f95f02e055801da3b4f58e28b7,neurips,2013,0,8,0.0,0,104,0.0,,,
2013_47a658229eb2368a99f1d032c8848542,neurips,2013,0,10,0.0,2,206,0.9709,,PCA|PCA,
2013_49182f81e6a13cf5eaa496d51fea6406,neurips,2013,0,9,0.0,0,108,0.0,,,
2013_4a213d37242bdcad8e7300e202e7caa4,neurips,2013,0,7,0.0,1,152,0.6579,,GMM,
2013_4f284803bd0966cc24fa8683a34afc6e,neurips,2013,0,12,0.0,3,279,1.0753,,MDP|MDP|MDP,
2013_4da04049a062f5adfe81b67dd755cecc,neurips,2013,0,8,0.0,1,178,0.5618,,DC,
2013_47d1e990583c9c67424d369f3414728e,neurips,2013,0,10,0.0,3,208,1.4423,,TiMINo|fMRI|TiMINo,
2013_502e4a16930e414107ee22b6198c578f,neurips,2013,0,11,0.0,13,282,4.6099,,MDP|PI|PI|PI|PI|PI|PI|MDP|PI|MDP|PI|PI|PI,
2013_52292e0c763fd027c6eba6b8f494d2eb,neurips,2013,0,9,0.0,0,112,0.0,,,
2013_51ef186e18dc00c2d31982567235c559,neurips,2013,0,3,0.0,5,95,5.2632,,SDA|VB|SVI|SVI|SVI,
2013_50c3d7614917b24303ee6a220679dab3,neurips,2013,0,6,0.0,6,137,4.3796,,DPP|DPP|DPP|DPP|DPP|DPP,
2013_53adaf494dc89ef7196d73636eb2451b,neurips,2013,1,8,12.5,3,95,3.1579,RNADE,RNADE|RNADE|RNADE,
2013_53c3bce66e43be4f209556518c2fcb54,neurips,2013,0,10,0.0,3,107,2.8037,,DDPMM|DDPMM|ADS,
2013_52720e003547c70561bf5e03b95aa99f,neurips,2013,0,6,0.0,4,150,2.6667,,CLIME|ADMM|CLIME|CLIME,
2013_539fd53b59e3bb12d203f45a912eeaf2,neurips,2013,0,15,0.0,2,137,1.4599,,BOCPD|BOCPD,
2013_53e3a7161e428b65688f14b84d61c610,neurips,2013,0,3,0.0,4,116,3.4483,,MTL|PTL|PTL|PTL,
2013_5807a685d1a9ab3b599035bc566ce2b9,neurips,2013,0,10,0.0,0,93,0.0,,,
2013_559cb990c9dffd8675f6bc2186971dc2,neurips,2013,0,7,0.0,1,166,0.6024,,MCMC,
2013_53c04118df112c13a8c34b38343b9c10,neurips,2013,0,10,0.0,1,207,0.4831,,SUBLINEAR,
2013_5b69b9cb83065d403869739ae7f0995e,neurips,2013,0,10,0.0,0,102,0.0,,,
2013_598b3e71ec378bd83e0a727608b5db01,neurips,2013,0,6,0.0,2,153,1.3072,,MAB|MAB,
2013_59c33016884a62116be975a9bb8257e3,neurips,2013,0,15,0.0,0,125,0.0,,,
2013_5a4b25aaed25c2ee1b74de72dc03c14e,neurips,2013,0,7,0.0,0,86,0.0,,,
2013_58c54802a9fb9526cd0923353a34a7ae,neurips,2013,0,8,0.0,1,141,0.7092,,MDP,
2013_5caf41d62364d5b41a893adc1a9dd5d4,neurips,2013,0,6,0.0,2,124,1.6129,,MMSB|MMSB,
2013_5c572eca050594c7bc3c36e7e8ab9550,neurips,2013,0,10,0.0,4,281,1.4235,,MCMC|FIRE|CD|CV,
2013_5dd9db5e033da9c6fb5ba83c7a7ebea9,neurips,2013,0,7,0.0,0,162,0.0,,,
2013_5e1b18c4c6a6d31695acbae3fd70ecc6,neurips,2013,0,3,0.0,0,183,0.0,,,
2013_5ef0b4eba35ab2d6180b0bca7e46b6f9,neurips,2013,0,10,0.0,0,121,0.0,,,
2013_5f2c22cb4a5380af7ca75622a6426917,neurips,2013,0,13,0.0,7,205,3.4146,,VB|LRSC|LRSC|VB|LRSC|VB|LRSC,
2013_6081594975a764c8e3a691fa2b3a321d,neurips,2013,0,8,0.0,1,138,0.7246,,GEEM,
2013_647bba344396e7c8170902bcf2e15551,neurips,2013,0,5,0.0,0,117,0.0,,,
2013_621bf66ddb7c962aa0d22ac97d69b793,neurips,2013,0,9,0.0,4,101,3.9604,,SRHT|DRR|SRHT|DRR,
2013_5e9f92a01c986bafcabbafd145520b13,neurips,2013,0,11,0.0,4,221,1.81,,CS|CS|CS|CS,
2013_65cc2c8205a05d7379fa3a6386f710e1,neurips,2013,0,8,0.0,2,202,0.9901,,MSD|MSD,
2013_678a1491514b7f1006d605e9161946b1,neurips,2013,0,10,0.0,1,201,0.4975,,EM,
2013_67d16d00201083a2b118dd5128dd6f59,neurips,2013,0,10,0.0,0,128,0.0,,,
2013_67d96d458abdef21792e6d8e590244e7,neurips,2013,0,11,0.0,0,183,0.0,,,
2013_68053af2923e00204c3ca7c6a3150cf7,neurips,2013,0,12,0.0,0,159,0.0,,,
2013_68a83eeb494a308fe5295da69428a507,neurips,2013,0,9,0.0,8,268,2.9851,,RF|RF|RF|RF|RF|RF|RF|RF,
2013_69a5b5995110b36a9a347898d97a610e,neurips,2013,0,14,0.0,0,93,0.0,,,
2013_69adc1e107f7f7d035d7baf04342e1ca,neurips,2013,0,8,0.0,3,205,1.4634,,DAG|DAG|DAG,
2013_692f93be8c7a41525c0baf2076aecfb4,neurips,2013,1,12,8.3333,1,151,0.6623,MAP,MAP,
2013_6a5889bb0190d0211a991f47bb19a777,neurips,2013,0,7,0.0,5,171,2.924,,PSRL|PSRL|PSRL|AT|PSRL,
2013_6a10bbd480e4c5573d8f3af73ae0454b,neurips,2013,0,10,0.0,5,141,3.5461,,Gibbs_SBA|MLE|Gibbs_SBA|Gibbs_SBA|MLE,
2013_6d0f846348a856321729a2f36734d1a7,neurips,2013,2,7,28.5714,3,40,7.5,PCA|MSG,PCA|MSG|MSG,
2013_6d70cb65d15211726dcce4c0e971e21c,neurips,2013,0,8,0.0,4,129,3.1008,,PAWS|MCMC|PAWS|MCMC,
2013_6c14da109e294d1e8155be8aa4b1ce8e,neurips,2013,0,14,0.0,0,180,0.0,,,
2013_6da9003b743b65f4c0ccd295cc484e57,neurips,2013,0,9,0.0,0,126,0.0,,,
2013_6e0721b2c6977135b916ef286bcb49ec,neurips,2013,0,7,0.0,0,173,0.0,,,
2013_6e2713a6efee97bacb63e52c54f0ada0,neurips,2013,0,7,0.0,1,140,0.7143,,P_X,
2013_6e7d2da6d3953058db75714ac400b584,neurips,2013,0,10,0.0,0,199,0.0,,,
2013_71f6278d140af599e06ad9bf1ba03cb0,neurips,2013,0,2,0.0,0,121,0.0,,,
2013_705f2172834666788607efbfca35afb3,neurips,2013,0,10,0.0,0,142,0.0,,,
2013_74071a673307ca7459bcf75fbd024e09,neurips,2013,0,4,0.0,0,125,0.0,,,
2013_76cf99d3614e23eabab16fb27e944bf9,neurips,2013,1,4,25.0,2,248,0.8065,PCA,PCA|PCA,
2013_7634ea65a4e6d9041cfd3f7de18e334a,neurips,2013,0,4,0.0,0,107,0.0,,,
2013_7895fc13088ee37f511913bac71fa66f,neurips,2013,0,8,0.0,10,231,4.329,,RLM|RLM|LDS|RLM|CLM|CLM|RLM|CLM|RLM|CLM,
2013_6f3ef77ac0e3619e98159e9b6febf557,neurips,2013,0,13,0.0,1,278,0.3597,,ICA,
